"agea","gndr","eduyrs","cntry","nwspol","netusoft","netustm"
17,"Mujer",12,"Países Bajos",45,5,300
49,"Mujer",17,"Países Bajos",60,5,180
64,"Varón",11,"Países Bajos",15,5,540
47,"Mujer",11,"Países Bajos",20,5,90
57,"Mujer",13,"Países Bajos",30,5,122
55,"Mujer",21,"Países Bajos",15,5,480
50,"Mujer",12,"Países Bajos",120,5,90
44,"Mujer",16,"Países Bajos",45,5,480
83,"Mujer",8,"Países Bajos",60,5,75
28,"Mujer",17,"Países Bajos",10,5,300
81,"Mujer",12,"Países Bajos",90,5,45
85,"Mujer",9,"Países Bajos",30,5,90
51,"Varón",18,"Países Bajos",90,5,660
16,"Varón",10,"Países Bajos",15,5,240
35,"Mujer",22,"Países Bajos",45,5,150
27,"Mujer",15,"Países Bajos",5,5,180
64,"Varón",14,"Países Bajos",90,5,60
41,"Mujer",13,"Países Bajos",15,5,270
58,"Mujer",18,"Países Bajos",75,5,540
35,"Mujer",13,"Países Bajos",60,5,180
61,"Varón",15,"Países Bajos",60,5,180
59,"Mujer",12,"Países Bajos",120,5,600
57,"Varón",19,"Países Bajos",60,5,180
65,"Varón",17,"Países Bajos",60,5,240
23,"Mujer",16,"Países Bajos",15,5,540
61,"Mujer",15,"Países Bajos",60,5,120
67,"Varón",9,"Países Bajos",150,5,250
33,"Varón",18,"Países Bajos",60,5,600
49,"Mujer",14,"Países Bajos",60,5,240
71,"Varón",15,"Países Bajos",120,5,120
44,"Mujer",16,"Países Bajos",30,5,300
40,"Mujer",12,"Países Bajos",30,5,240
46,"Mujer",12,"Países Bajos",3,5,720
29,"Varón",12,"Países Bajos",0,5,300
46,"Varón",14,"Países Bajos",90,5,270
52,"Mujer",17,"Países Bajos",90,5,150
19,"Mujer",12,"Países Bajos",150,5,240
58,"Varón",9,"Países Bajos",60,5,180
70,"Mujer",9,"Países Bajos",120,5,270
51,"Mujer",20,"Países Bajos",60,5,180
31,"Varón",21,"Países Bajos",150,5,480
32,"Mujer",20,"Países Bajos",30,5,360
20,"Varón",13,"Países Bajos",10,5,360
22,"Varón",16,"Países Bajos",10,5,450
56,"Varón",16,"Países Bajos",90,5,240
56,"Mujer",15,"Países Bajos",60,5,300
71,"Mujer",14,"Países Bajos",120,5,360
60,"Mujer",12,"Países Bajos",30,5,60
23,"Varón",17,"Países Bajos",45,5,240
80,"Mujer",17,"Países Bajos",90,5,60
67,"Mujer",12,"Países Bajos",90,5,60
46,"Mujer",13,"Países Bajos",60,5,240
72,"Mujer",9,"Países Bajos",300,5,360
49,"Mujer",14,"Países Bajos",15,5,10
21,"Mujer",12,"Países Bajos",120,5,180
22,"Mujer",15,"Países Bajos",0,5,240
24,"Varón",15,"Países Bajos",5,5,300
70,"Varón",21,"Países Bajos",120,5,30
75,"Mujer",16,"Países Bajos",30,5,15
42,"Varón",6,"Países Bajos",30,5,420
52,"Varón",15,"Países Bajos",90,5,480
29,"Varón",14,"Países Bajos",15,5,480
52,"Varón",16,"Países Bajos",60,5,600
43,"Varón",15,"Países Bajos",30,5,360
54,"Varón",17,"Países Bajos",10,5,240
55,"Mujer",14,"Países Bajos",90,5,180
70,"Mujer",14,"Países Bajos",180,5,60
26,"Varón",15,"Países Bajos",90,5,360
24,"Mujer",18,"Países Bajos",120,5,360
58,"Mujer",15,"Países Bajos",5,5,300
74,"Varón",13,"Países Bajos",90,5,240
37,"Varón",21,"Países Bajos",30,5,660
72,"Mujer",12,"Países Bajos",135,5,540
65,"Varón",13,"Países Bajos",60,5,360
51,"Mujer",15,"Países Bajos",60,5,480
20,"Mujer",14,"Países Bajos",60,5,195
49,"Varón",13,"Países Bajos",60,5,180
41,"Mujer",11,"Países Bajos",60,4,120
50,"Mujer",11,"Países Bajos",60,5,150
21,"Varón",14,"Países Bajos",0,5,300
32,"Mujer",14,"Países Bajos",60,5,240
31,"Mujer",17,"Países Bajos",10,5,120
61,"Mujer",13,"Países Bajos",120,5,180
62,"Mujer",10,"Países Bajos",45,5,60
61,"Mujer",18,"Países Bajos",60,5,240
17,"Mujer",10,"Países Bajos",2,5,900
67,"Varón",13,"Países Bajos",15,5,300
31,"Varón",21,"Países Bajos",120,5,360
49,"Varón",18,"Países Bajos",15,5,960
56,"Varón",15,"Países Bajos",60,5,360
26,"Mujer",18,"Países Bajos",75,5,420
31,"Varón",17,"Países Bajos",60,5,360
65,"Varón",18,"Países Bajos",120,5,240
55,"Mujer",8,"Países Bajos",3,5,240
72,"Mujer",17,"Países Bajos",120,5,60
75,"Varón",6,"Países Bajos",30,5,120
71,"Varón",15,"Países Bajos",60,5,240
60,"Mujer",14,"Países Bajos",60,4,30
52,"Varón",14,"Países Bajos",90,5,600
58,"Varón",21,"Países Bajos",240,5,180
27,"Varón",18,"Países Bajos",60,5,360
48,"Mujer",21,"Países Bajos",150,5,150
47,"Varón",21,"Países Bajos",60,5,480
37,"Varón",18,"Países Bajos",45,5,150
63,"Mujer",18,"Países Bajos",61,5,240
35,"Varón",16,"Países Bajos",60,5,420
61,"Mujer",12,"Países Bajos",60,5,60
65,"Mujer",24,"Países Bajos",60,5,480
73,"Varón",13,"Países Bajos",10,5,120
35,"Mujer",20,"Países Bajos",120,5,180
61,"Mujer",20,"Países Bajos",120,5,660
35,"Varón",20,"Países Bajos",90,5,360
27,"Mujer",19,"Países Bajos",30,5,120
23,"Mujer",19,"Países Bajos",50,5,301
64,"Varón",14,"Países Bajos",90,5,600
53,"Mujer",14,"Países Bajos",60,5,120
35,"Varón",19,"Países Bajos",5,5,120
77,"Varón",18,"Países Bajos",210,5,210
49,"Mujer",20,"Países Bajos",120,5,480
68,"Mujer",10,"Países Bajos",120,5,60
77,"Varón",15,"Países Bajos",10,5,180
50,"Varón",10,"Países Bajos",15,5,480
70,"Mujer",15,"Países Bajos",120,5,120
26,"Varón",18,"Países Bajos",50,5,721
33,"Varón",14,"Países Bajos",15,5,300
32,"Varón",16,"Países Bajos",60,5,180
49,"Mujer",16,"Países Bajos",60,5,600
27,"Varón",16,"Países Bajos",150,5,270
43,"Mujer",6,"Países Bajos",30,5,150
54,"Mujer",18,"Países Bajos",90,5,360
56,"Varón",5,"Países Bajos",30,5,120
72,"Varón",25,"Países Bajos",60,4,60
53,"Varón",20,"Países Bajos",30,5,720
19,"Mujer",15,"Países Bajos",120,5,240
27,"Varón",12,"Países Bajos",30,5,150
54,"Varón",19,"Países Bajos",90,5,180
16,"Varón",10,"Países Bajos",15,5,300
23,"Varón",17,"Países Bajos",90,5,600
72,"Varón",16,"Países Bajos",90,5,180
71,"Mujer",15,"Noruega",90,5,120
30,"Mujer",22,"Noruega",150,5,300
45,"Varón",16,"Noruega",60,5,150
25,"Varón",18,"Noruega",30,5,210
40,"Mujer",18,"Noruega",15,5,15
76,"Varón",8,"Noruega",60,5,30
64,"Mujer",21,"Noruega",90,4,20
53,"Varón",9,"Noruega",45,5,720
50,"Mujer",17,"Noruega",60,5,240
71,"Varón",20,"Noruega",90,5,60
31,"Mujer",18,"Noruega",90,5,610
70,"Mujer",21,"Noruega",180,5,300
69,"Varón",12,"Noruega",180,5,120
55,"Mujer",12,"Noruega",45,5,60
52,"Varón",18,"Noruega",5,5,120
59,"Mujer",26,"Noruega",120,5,180
84,"Mujer",7,"Noruega",90,5,75
50,"Mujer",17,"Noruega",45,5,240
61,"Varón",13,"Noruega",45,5,150
75,"Mujer",15,"Noruega",60,5,120
38,"Varón",12,"Noruega",120,5,600
62,"Mujer",13,"Noruega",180,5,180
43,"Mujer",21,"Noruega",30,5,300
65,"Mujer",19,"Noruega",150,5,300
59,"Varón",10,"Noruega",120,5,240
43,"Mujer",19,"Noruega",60,5,240
39,"Varón",13,"Noruega",150,5,240
25,"Varón",14,"Noruega",30,5,600
40,"Mujer",14,"Noruega",30,5,240
29,"Mujer",13,"Noruega",30,5,540
64,"Mujer",19,"Noruega",60,5,180
49,"Varón",14,"Noruega",40,5,180
33,"Varón",19,"Noruega",150,5,600
38,"Mujer",12,"Noruega",150,5,540
60,"Varón",15,"Noruega",120,4,270
37,"Mujer",18,"Noruega",60,5,720
51,"Varón",13,"Noruega",150,5,150
47,"Varón",11,"Noruega",60,5,1440
48,"Varón",15,"Noruega",150,5,260
31,"Varón",15,"Noruega",30,5,240
35,"Varón",18,"Noruega",120,5,180
55,"Varón",7,"Noruega",180,5,300
29,"Varón",20,"Noruega",60,5,600
29,"Mujer",14,"Noruega",15,5,480
49,"Mujer",18,"Noruega",45,5,70
39,"Mujer",17,"Noruega",60,5,270
72,"Mujer",12,"Noruega",60,5,180
60,"Mujer",11,"Noruega",60,5,180
67,"Mujer",14,"Noruega",120,5,90
80,"Varón",8,"Noruega",120,5,90
32,"Mujer",19,"Noruega",120,5,600
67,"Mujer",22,"Noruega",90,5,75
67,"Mujer",10,"Noruega",180,5,480
55,"Mujer",16,"Noruega",15,5,120
28,"Mujer",19,"Noruega",60,5,780
55,"Mujer",15,"Noruega",30,5,600
53,"Varón",12,"Noruega",120,4,300
71,"Mujer",12,"Noruega",0,4,60
40,"Mujer",20,"Noruega",30,5,150
55,"Mujer",14,"Noruega",60,4,180
46,"Varón",14,"Noruega",180,5,180
46,"Mujer",19,"Noruega",20,5,300
41,"Varón",15,"Noruega",180,5,480
53,"Mujer",18,"Noruega",60,5,540
23,"Mujer",13,"Noruega",30,5,120
66,"Varón",14,"Noruega",60,5,300
40,"Varón",19,"Noruega",20,5,330
30,"Mujer",18,"Noruega",60,5,600
49,"Varón",17,"Noruega",60,5,180
21,"Mujer",13,"Noruega",10,5,480
16,"Varón",10,"Noruega",0,5,60
20,"Varón",13,"Noruega",45,5,270
78,"Mujer",12,"Noruega",300,4,60
61,"Varón",9,"Noruega",120,5,150
62,"Varón",14,"Noruega",120,5,180
36,"Mujer",12,"Noruega",30,5,120
52,"Mujer",15,"Noruega",60,5,120
74,"Varón",12,"Noruega",180,5,300
34,"Mujer",18,"Noruega",60,5,240
21,"Varón",14,"Noruega",10,5,360
44,"Mujer",18,"Noruega",15,5,600
40,"Mujer",16,"Noruega",60,5,540
69,"Varón",21,"Noruega",120,5,60
34,"Mujer",17,"Noruega",60,5,600
34,"Mujer",22,"Noruega",150,5,180
51,"Mujer",22,"Noruega",80,5,570
48,"Varón",12,"Noruega",120,5,180
19,"Mujer",13,"Noruega",20,5,480
18,"Varón",12,"Noruega",45,5,360
28,"Mujer",16,"Noruega",60,5,120
49,"Varón",17,"Noruega",30,5,150
21,"Varón",14,"Noruega",5,5,480
51,"Mujer",16,"Noruega",120,5,240
59,"Varón",17,"Noruega",45,4,150
59,"Mujer",20,"Noruega",90,5,360
77,"Mujer",17,"Noruega",180,5,30
48,"Varón",15,"Noruega",60,5,120
61,"Mujer",13,"Noruega",120,5,60
47,"Varón",19,"Noruega",20,5,120
57,"Varón",15,"Noruega",20,5,600
30,"Mujer",20,"Noruega",30,5,540
60,"Varón",16,"Noruega",60,5,120
71,"Varón",10,"Noruega",90,5,90
17,"Varón",11,"Noruega",30,5,240
55,"Mujer",20,"Noruega",30,5,90
31,"Mujer",14,"Noruega",30,5,120
70,"Varón",16,"Noruega",45,5,45
68,"Varón",16,"Noruega",90,5,540
33,"Varón",19,"Noruega",20,5,600
59,"Mujer",16,"Noruega",120,5,240
71,"Varón",17,"Noruega",60,5,60
66,"Varón",14,"Noruega",90,4,60
71,"Mujer",18,"Noruega",150,5,270
30,"Varón",4,"Noruega",165,5,285
56,"Varón",15,"Noruega",60,5,180
55,"Mujer",24,"Noruega",10,4,90
39,"Varón",15,"Noruega",300,5,720
32,"Varón",13,"Noruega",15,5,120
43,"Varón",16,"Noruega",120,5,180
31,"Mujer",20,"Noruega",15,5,330
76,"Varón",19,"Noruega",150,5,90
48,"Mujer",17,"Noruega",30,5,60
16,"Mujer",10,"Noruega",40,5,128
38,"Mujer",13,"Noruega",10,5,180
20,"Mujer",14,"Noruega",45,5,480
43,"Mujer",18,"Noruega",10,5,240
44,"Mujer",6,"Noruega",30,5,540
44,"Mujer",20,"Noruega",20,5,300
17,"Mujer",11,"Noruega",30,5,390
47,"Mujer",21,"Noruega",60,5,360
70,"Mujer",16,"Noruega",210,5,480
65,"Mujer",10,"Noruega",180,5,120
65,"Varón",10,"Noruega",240,5,300
40,"Varón",18,"Noruega",210,5,810
64,"Mujer",13,"Noruega",150,4,120
67,"Varón",15,"Noruega",120,4,240
33,"Mujer",22,"Noruega",30,5,720
42,"Varón",17,"Noruega",30,5,600
51,"Varón",13,"Noruega",10,5,360
64,"Varón",12,"Noruega",45,5,180
37,"Varón",16,"Noruega",60,5,120
47,"Varón",17,"Noruega",120,5,180
50,"Varón",18,"Noruega",150,5,240
69,"Mujer",11,"Noruega",30,5,60
55,"Mujer",15,"Noruega",270,5,360
67,"Mujer",10,"Noruega",30,5,90
54,"Varón",12,"Noruega",60,5,120
20,"Varón",12,"Noruega",600,5,350
62,"Mujer",12,"Noruega",120,5,120
28,"Varón",17,"Noruega",15,5,360
69,"Varón",19,"Noruega",40,5,40
49,"Mujer",11,"Noruega",30,5,180
37,"Varón",13,"Noruega",30,5,240
76,"Varón",20,"Noruega",60,4,120
76,"Varón",17,"Noruega",180,5,210
62,"Varón",18,"Noruega",180,5,900
33,"Mujer",16,"Noruega",50,5,180
33,"Mujer",18,"Noruega",20,5,240
38,"Varón",10,"Noruega",15,5,90
27,"Varón",14,"Noruega",1,5,120
61,"Mujer",15,"Noruega",120,5,240
69,"Varón",2,"Noruega",30,5,60
32,"Mujer",16,"Noruega",90,5,480
25,"Mujer",16,"Noruega",10,5,480
36,"Varón",12,"Noruega",60,5,540
42,"Varón",16,"Noruega",5,5,300
35,"Mujer",14,"Noruega",300,5,300
60,"Mujer",15,"Noruega",30,5,120
71,"Mujer",10,"Noruega",90,5,120
21,"Mujer",13,"Noruega",30,5,300
35,"Varón",20,"Noruega",150,5,300
23,"Varón",13,"Noruega",10,5,900
46,"Varón",11,"Noruega",60,5,420
64,"Mujer",12,"Noruega",60,5,120
61,"Varón",12,"Noruega",60,5,510
24,"Mujer",17,"Noruega",150,5,360
55,"Varón",16,"Noruega",90,5,600
42,"Varón",10,"Noruega",480,5,480
27,"Mujer",16,"Noruega",10,5,570
27,"Varón",16,"Noruega",80,5,600
22,"Mujer",12,"Noruega",10,5,330
23,"Mujer",16,"Noruega",20,5,600
33,"Mujer",14,"Noruega",4,5,240
38,"Mujer",19,"Noruega",60,5,360
38,"Varón",18,"Noruega",40,5,120
22,"Mujer",15,"Noruega",120,5,300
19,"Varón",12,"Noruega",90,5,90
39,"Varón",14,"Noruega",60,5,180
70,"Varón",13,"Noruega",30,5,60
35,"Mujer",6,"Noruega",120,5,360
73,"Varón",19,"Noruega",120,5,120
43,"Varón",20,"Noruega",60,5,300
73,"Varón",12,"Noruega",300,5,120
34,"Varón",16,"Noruega",60,5,600
51,"Varón",17,"Noruega",90,5,540
42,"Varón",18,"Noruega",60,5,240
31,"Mujer",22,"Noruega",30,5,270
49,"Mujer",15,"Noruega",20,5,120
37,"Mujer",18,"Noruega",90,5,300
57,"Varón",16,"Noruega",90,4,120
29,"Varón",19,"Noruega",20,5,540
26,"Varón",16,"Noruega",60,5,270
39,"Mujer",18,"Noruega",25,5,120
44,"Mujer",12,"Noruega",30,4,150
51,"Mujer",19,"Noruega",90,5,480
33,"Mujer",19,"Noruega",60,5,120
45,"Varón",18,"Noruega",120,5,180
48,"Mujer",12,"Noruega",60,5,300
43,"Mujer",18,"Noruega",120,5,420
47,"Varón",14,"Noruega",45,5,180
60,"Varón",16,"Noruega",90,5,480
39,"Mujer",14,"Noruega",60,5,300
50,"Mujer",14,"Noruega",30,5,90
38,"Varón",14,"Noruega",60,5,120
41,"Mujer",15,"Noruega",30,5,600
60,"Mujer",18,"Noruega",30,5,150
57,"Mujer",20,"Noruega",1200,5,540
77,"Varón",17,"Noruega",60,5,45
60,"Varón",18,"Noruega",180,5,630
24,"Mujer",15,"Noruega",0,5,720
35,"Mujer",14,"Noruega",15,5,120
63,"Mujer",18,"Noruega",120,5,600
47,"Varón",17,"Noruega",60,5,300
19,"Mujer",13,"Noruega",210,5,390
40,"Mujer",19,"Noruega",30,5,480
25,"Mujer",17,"Noruega",30,5,240
22,"Varón",14,"Noruega",10,5,300
17,"Mujer",11,"Noruega",30,5,360
65,"Mujer",11,"Noruega",60,5,90
46,"Mujer",20,"Noruega",30,5,390
43,"Varón",18,"Noruega",30,5,390
34,"Mujer",20,"Noruega",240,5,540
66,"Mujer",16,"Noruega",240,5,150
50,"Varón",18,"Noruega",90,5,480
81,"Mujer",15,"Noruega",120,5,240
24,"Varón",13,"Noruega",60,5,360
59,"Mujer",17,"Noruega",120,5,120
33,"Varón",17,"Noruega",180,5,360
68,"Varón",0,"Noruega",90,5,960
63,"Varón",13,"Noruega",90,5,540
29,"Varón",20,"Noruega",90,5,240
51,"Varón",17,"Noruega",120,5,480
61,"Mujer",15,"Noruega",180,5,480
42,"Mujer",17,"Noruega",5,5,120
69,"Varón",13,"Noruega",90,5,60
18,"Mujer",12,"Noruega",20,5,240
26,"Varón",18,"Noruega",90,5,600
48,"Mujer",17,"Noruega",60,5,180
25,"Varón",19,"Noruega",60,5,480
79,"Varón",17,"Noruega",120,4,60
67,"Mujer",17,"Noruega",60,5,60
47,"Varón",17,"Noruega",210,5,390
74,"Mujer",12,"Noruega",90,5,90
52,"Varón",17,"Noruega",60,5,120
57,"Mujer",15,"Noruega",30,5,90
45,"Varón",17,"Noruega",30,4,240
31,"Mujer",15,"Noruega",10,5,360
53,"Mujer",21,"Noruega",120,5,300
45,"Mujer",9,"Noruega",60,5,120
32,"Mujer",10,"Noruega",60,5,320
56,"Varón",17,"Noruega",30,5,510
18,"Varón",12,"Noruega",5,5,480
32,"Varón",18,"Noruega",30,5,600
18,"Varón",13,"Noruega",30,5,480
31,"Varón",16,"Noruega",90,5,150
50,"Varón",14,"Noruega",110,4,230
17,"Varón",11,"Noruega",30,5,300
36,"Mujer",16,"Noruega",30,5,420
40,"Varón",16,"Noruega",20,5,600
31,"Mujer",13,"Noruega",60,5,210
19,"Mujer",13,"Noruega",10,5,180
58,"Mujer",18,"Noruega",150,5,240
77,"Mujer",10,"Noruega",120,5,180
54,"Varón",14,"Noruega",120,5,120
32,"Varón",4,"Noruega",30,5,600
51,"Varón",25,"Noruega",180,5,360
63,"Varón",15,"Noruega",180,5,210
36,"Mujer",18,"Noruega",60,5,360
43,"Varón",19,"Noruega",90,5,720
53,"Varón",12,"Noruega",45,5,360
44,"Mujer",14,"Noruega",10,5,120
41,"Varón",16,"Noruega",20,5,240
42,"Mujer",18,"Noruega",60,5,540
25,"Mujer",18,"Noruega",90,5,540
59,"Mujer",12,"Noruega",30,5,60
50,"Mujer",16,"Noruega",60,5,240
42,"Varón",11,"Noruega",60,5,360
24,"Mujer",18,"Noruega",75,5,360
52,"Varón",14,"Noruega",30,5,150
71,"Varón",15,"Noruega",75,5,240
29,"Varón",15,"Noruega",0,5,390
74,"Mujer",12,"Noruega",90,5,60
50,"Varón",15,"Noruega",60,5,180
47,"Varón",15,"Noruega",20,5,450
29,"Mujer",16,"Noruega",30,5,150
35,"Mujer",18,"Noruega",60,5,480
70,"Varón",12,"Noruega",120,5,210
72,"Varón",12,"Noruega",150,5,180
62,"Mujer",18,"Noruega",60,5,120
69,"Varón",12,"Noruega",60,5,60
79,"Mujer",20,"Noruega",120,5,120
61,"Varón",10,"Noruega",45,5,600
64,"Mujer",18,"Noruega",75,5,30
72,"Varón",19,"Noruega",120,5,180
52,"Varón",11,"Noruega",60,5,120
34,"Varón",15,"Noruega",60,5,600
52,"Varón",11,"Noruega",60,5,240
27,"Mujer",14,"Noruega",15,5,180
40,"Varón",19,"Noruega",60,5,600
57,"Varón",17,"Noruega",45,5,420
31,"Varón",11,"Noruega",3,5,360
17,"Mujer",11,"Noruega",30,5,420
66,"Mujer",12,"Noruega",120,5,540
49,"Varón",13,"Noruega",60,5,180
20,"Varón",13,"Noruega",45,5,600
42,"Varón",17,"Noruega",120,5,210
64,"Mujer",12,"Noruega",90,5,60
56,"Mujer",12,"Noruega",30,5,60
42,"Mujer",24,"Noruega",180,5,420
21,"Mujer",14,"Noruega",30,5,240
74,"Varón",12,"Noruega",45,5,120
66,"Mujer",9,"Noruega",90,4,90
37,"Mujer",20,"Noruega",30,5,240
60,"Varón",16,"Noruega",90,5,360
39,"Mujer",19,"Noruega",60,5,180
51,"Mujer",20,"Noruega",25,5,120
30,"Mujer",17,"Noruega",60,5,480
36,"Mujer",16,"Noruega",30,5,600
76,"Varón",16,"Noruega",180,4,90
47,"Varón",15,"Noruega",120,5,180
24,"Mujer",16,"Noruega",30,5,120
19,"Varón",13,"Noruega",30,5,420
38,"Mujer",24,"Noruega",30,5,240
67,"Mujer",10,"Noruega",60,4,150
33,"Varón",18,"Noruega",150,5,480
35,"Mujer",14,"Noruega",20,5,30
52,"Mujer",15,"Noruega",90,5,600
23,"Varón",17,"Noruega",20,5,150
53,"Mujer",15,"Noruega",60,5,120
58,"Mujer",16,"Noruega",60,5,60
35,"Mujer",18,"Noruega",60,5,720
79,"Varón",10,"Noruega",165,5,270
21,"Mujer",14,"Noruega",20,5,420
22,"Mujer",14,"Noruega",30,5,420
37,"Varón",18,"Noruega",45,5,300
20,"Mujer",12,"Noruega",0,5,210
46,"Mujer",19,"Noruega",60,5,660
28,"Mujer",10,"Noruega",10,5,360
45,"Mujer",15,"Noruega",30,4,60
31,"Varón",21,"Noruega",180,5,480
62,"Varón",15,"Noruega",60,5,600
31,"Mujer",17,"Noruega",15,5,210
31,"Varón",17,"Noruega",60,5,540
65,"Mujer",12,"Noruega",90,5,180
46,"Mujer",23,"Noruega",60,5,120
64,"Varón",11,"Noruega",120,5,120
35,"Varón",19,"Noruega",30,5,120
39,"Varón",19,"Noruega",90,5,300
51,"Varón",15,"Noruega",90,5,420
24,"Mujer",17,"Noruega",60,5,720
29,"Varón",12,"Noruega",40,5,120
55,"Mujer",15,"Noruega",180,5,240
68,"Varón",16,"Noruega",90,5,240
71,"Varón",12,"Noruega",60,4,120
42,"Varón",15,"Noruega",150,5,480
46,"Varón",15,"Noruega",120,5,300
45,"Varón",17,"Noruega",60,5,120
55,"Mujer",12,"Noruega",60,5,60
23,"Mujer",16,"Noruega",180,5,300
83,"Varón",12,"Noruega",60,5,90
28,"Varón",19,"Noruega",60,5,540
58,"Varón",9,"Noruega",3,5,50
61,"Varón",12,"Noruega",120,5,210
33,"Varón",16,"Noruega",20,5,20
33,"Varón",19,"Noruega",10,5,90
56,"Varón",10,"Noruega",60,5,270
65,"Varón",12,"Noruega",75,5,480
52,"Mujer",15,"Noruega",0,4,60
64,"Mujer",11,"Noruega",30,5,210
32,"Varón",18,"Noruega",120,5,480
60,"Mujer",17,"Noruega",120,5,240
31,"Mujer",20,"Noruega",40,5,540
60,"Varón",14,"Noruega",10,5,300
58,"Varón",13,"Noruega",60,5,600
44,"Mujer",21,"Noruega",30,5,180
44,"Mujer",12,"Noruega",120,5,120
77,"Mujer",16,"Noruega",180,5,15
70,"Varón",16,"Noruega",90,4,120
56,"Mujer",15,"Noruega",5,5,360
65,"Mujer",17,"Noruega",180,5,120
25,"Varón",17,"Noruega",60,5,210
18,"Varón",12,"Noruega",10,5,30
68,"Varón",14,"Noruega",180,5,120
63,"Mujer",15,"Noruega",120,5,120
73,"Varón",11,"Noruega",60,5,210
80,"Varón",10,"Noruega",90,5,30
68,"Mujer",15,"Noruega",60,5,130
79,"Varón",16,"Noruega",120,5,480
44,"Mujer",15,"Noruega",60,5,240
60,"Varón",18,"Noruega",240,5,480
32,"Mujer",16,"Noruega",10,5,600
32,"Mujer",22,"Noruega",60,5,420
63,"Varón",15,"Noruega",120,5,120
44,"Varón",13,"Noruega",60,5,120
29,"Varón",14,"Noruega",30,5,120
27,"Mujer",17,"Noruega",30,5,240
17,"Varón",11,"Noruega",30,5,180
18,"Mujer",12,"Noruega",10,4,360
46,"Mujer",15,"Noruega",30,5,240
35,"Mujer",18,"Noruega",20,5,240
17,"Varón",11,"Noruega",0,5,360
36,"Mujer",16,"Noruega",30,5,540
60,"Mujer",17,"Noruega",60,5,120
48,"Mujer",17,"Noruega",30,5,240
39,"Mujer",18,"Noruega",0,5,120
64,"Mujer",23,"Noruega",45,5,240
57,"Mujer",10,"Noruega",60,5,240
63,"Mujer",18,"Noruega",120,5,360
20,"Mujer",14,"Noruega",30,5,300
84,"Varón",20,"Noruega",150,5,90
31,"Mujer",12,"Noruega",10,5,330
72,"Varón",10,"Noruega",150,4,60
43,"Mujer",18,"Noruega",60,5,120
25,"Varón",14,"Noruega",65,5,360
71,"Varón",14,"Noruega",180,5,300
58,"Mujer",15,"Noruega",60,5,180
57,"Varón",15,"Noruega",90,5,360
48,"Varón",22,"Noruega",18,5,60
15,"Mujer",9,"Noruega",10,5,420
57,"Mujer",13,"Noruega",120,5,600
54,"Varón",12,"Noruega",60,5,300
20,"Varón",13,"Noruega",20,5,480
73,"Varón",15,"Noruega",120,5,180
20,"Mujer",13,"Noruega",15,5,270
72,"Varón",9,"Noruega",120,5,270
78,"Varón",16,"Noruega",180,5,90
78,"Mujer",11,"Noruega",180,5,240
20,"Mujer",14,"Noruega",30,5,300
24,"Mujer",16,"Noruega",90,5,480
49,"Mujer",18,"Noruega",25,5,480
53,"Mujer",14,"Noruega",15,5,60
72,"Varón",13,"Noruega",60,5,240
58,"Mujer",17,"Noruega",30,5,180
29,"Mujer",18,"Noruega",60,5,720
22,"Varón",13,"Noruega",120,5,240
73,"Varón",15,"Noruega",120,5,180
39,"Varón",22,"Noruega",30,5,1080
41,"Varón",19,"Noruega",150,5,660
41,"Mujer",20,"Noruega",45,5,540
53,"Mujer",20,"Noruega",60,5,480
41,"Varón",19,"Noruega",210,5,720
27,"Mujer",18,"Noruega",60,5,660
30,"Varón",18,"Noruega",15,5,720
50,"Varón",14,"Noruega",60,5,240
22,"Mujer",7,"Noruega",3,5,540
62,"Varón",16,"Noruega",75,5,150
59,"Varón",16,"Noruega",60,5,180
24,"Mujer",12,"Noruega",0,5,480
75,"Varón",8,"Noruega",180,5,180
58,"Varón",15,"Noruega",60,5,300
47,"Varón",17,"Noruega",60,5,480
33,"Mujer",21,"Noruega",30,5,240
24,"Mujer",16,"Noruega",15,5,300
38,"Mujer",16,"Noruega",10,5,60
26,"Mujer",17,"Noruega",5,5,480
59,"Mujer",13,"Noruega",60,5,180
61,"Varón",18,"Noruega",90,5,180
38,"Varón",18,"Noruega",60,5,600
56,"Varón",10,"Noruega",10,5,60
64,"Varón",12,"Noruega",240,5,60
70,"Mujer",14,"Noruega",180,5,60
60,"Mujer",21,"Noruega",240,5,600
37,"Varón",16,"Noruega",120,5,600
46,"Mujer",18,"Noruega",10,5,120
78,"Varón",16,"Noruega",15,4,300
55,"Mujer",13,"Noruega",90,5,90
46,"Varón",15,"Noruega",60,5,600
67,"Varón",12,"Noruega",30,5,60
43,"Varón",16,"Noruega",30,5,720
36,"Mujer",16,"Noruega",60,5,540
53,"Varón",12,"Noruega",30,5,60
51,"Mujer",13,"Noruega",30,5,540
52,"Mujer",13,"Noruega",15,5,240
82,"Mujer",8,"Noruega",180,5,60
88,"Varón",15,"Noruega",45,5,90
79,"Varón",15,"Noruega",120,5,240
19,"Varón",13,"Noruega",30,5,240
61,"Varón",12,"Noruega",60,4,120
58,"Varón",16,"Noruega",60,5,300
56,"Varón",13,"Noruega",60,5,150
20,"Varón",14,"Noruega",0,5,360
48,"Varón",17,"Noruega",90,5,180
53,"Varón",12,"Noruega",45,5,120
40,"Mujer",18,"Noruega",60,5,600
50,"Varón",17,"Noruega",180,5,600
18,"Mujer",12,"Noruega",10,5,360
17,"Mujer",10,"Noruega",10,5,420
